###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		{+MADELINE}, querida, acalma-te.

		{trigger 0 Madeline turns around}
		
		[MADELINE right distracted]
		Quem está aí?
		
		[BADELINE left normal]
		Ah, sou apenas uma observadora preocupada.

		{trigger 1 Badeline is revealed}
		
		[MADELINE right sad]
		Tu és... eu?

		[BADELINE left normal]
		Eu sou {+PART_OF_YOU}.

		[MADELINE right sad]
		Porque é que uma {+PART_OF_ME} iria parecer tão {0.3}{*}assustadora?{/*}

		[BADELINE left worried]
		...

		[BADELINE left angry]
		É quem eu sou, ok?
		Aceita que dói menos.

		[MADELINE right distracted]
		Desculpa, eu não quis-

		[BADELINE left angry]
		Esquece lá isso.
		Nem imaginas o alívio que é poder{n}{~}finalmente{/~} sair da tua cabeça.

		[BADELINE left upset]
		Mas olha, estou preocupada conosco.

		[BADELINE left normal]
		Precisamos de um passatempo, mas isto...
		
		[MADELINE right sad]
		Sei que parece uma loucura, mas{n}preciso de escalar esta {+mountain}

		{trigger 2 Badeline starts laughing}
		
		[BADELINE left scoff]
		Tu és muitas coisas, querida,{n}mas {~}alpinista{/~} não é uma delas.

		[MADELINE right distracted]
		E quem diz que não posso ser?

		{trigger 3 Badeline stops laughing}
		
		[BADELINE left upset]
		Sei que não é o teu forte,{n}mas sê razoável por uma vez.
		Não fazes idea daquilo em que te estás a meter.
		Tu não consegues fazer isto.
		
		[MADELINE right upset]
		E é precisamente por isso que preciso de fazer isto.
		És a {+PART_OF_ME} fraca, ou a preguiçosa?

		[BADELINE left upset]
		Sou a parte pragmática.
		
		[BADELINE left scoff]
		E estou a {~}tentar{/~} ser diplomática aqui.
		
		[BADELINE left serious]
		{s 4}Vamos para casa {.6}[BADELINE left serious_alt]juntas.

	CH2_DREAM_PHONECALL=
		[MADELINE_PHONE left distracted]
		Estou?
		
		[EX_PHONE right normal]
		{+MADELINE}?
		...estás a telefonar de um telefone público?

		[MADELINE_PHONE left distracted]
		Sim, estou.

		[MADELINE_PHONE left sad]
		Não, espera... tu é que me telefonaste.

		[EX_PHONE right normal]
		Do que é que estás a falar?
		
		[MADELINE_PHONE left distracted]
		Não intressa. Estou em apuros.
		Estou a ser perseguida por... alguém.

		[MADELINE_PHONE left sad]
		Não consigo perceber o que é que se passa,{n}mas sei que estou em perigo. Consigo sentí-lo.
		
		[EX_PHONE right normal]
		{+MADELINE}, tu só me ligas quando estás{n}em pânico a meio da noite.
		Não precisas de inventar uma história{n}ridícula só para chamar a minha atenção.
		
		[MADELINE_PHONE left angry]
		Eu não estou a inventar!
		Tu fazes sempre isto!
		
		[EX_PHONE right normal]
		{~}Shhh{/~} {0.5}está tudo bem, tem calma.
		Desculpa, amor.
		Fala comigo.
		
		[MADELINE_PHONE left sad]
		Estou a escalar a {+celeste_mountain}.{n}Encontrei um espelho velho, e ele partiu-se,{n}mas parte de mim escapou e...

		[MADELINE_PHONE left upset]
		...
		...Estou a sonhar, não estou?
		
		[EX_PHONE right normal]
		{+MADELINE}. Claro que estás a sonhar.
		Eu não falo contigo há meses.
		Porque haveria de começar agora?
		
		[MADELINE_PHONE left angry]
		Ugh! Porque é que eu estou sequer a escalar esta {+mountain} estúpida?

		{trigger 0 Badeline appears}
		
		[BADELINE right scoff]
		Pergunto-me o mesmo.
		
		[BADELINE right upset]
		Está na hora de desistires e ires para casa.

	# if the MADELINE has never met Theo before
	CH2_THEO_INTRO_NEVER_MET=
		[THEO left normal]
		Boas, companheira exploradora!
		
		[MADELINE right distracted]
		Ah... olá.

		{trigger 0 Madeline approaches}

		[THEO left normal]
		Também subiste aqui para explorar estas ruínas antigas?
		
		[MADELINE right sad]
		Ahh... não, vou em direção ao cume.
		
		[THEO left excited]
		Uau, que loucura!
		
		[THEO left normal]
		Chamo-me {+ theo}, já agora, um aventureiro de uma {>> 0.3}{~}terra longínqua!{/~}{>>}
		
		[MADELINE right sad]
		...{0.2}
		
		[THEO left thinking]
		És muito calada, não és?
		
		[THEO left normal]
		És do tipo loba solitária, eu percebo.{n}Vou imaginar um passado sombrio para ti.

	# if the MADELINE has met Theo, but never introduced herself
	CH2_THEO_INTRO_NEVER_INTRODUCED=
		[MADELINE right sad]
		Olá {+ theo}, desculpa aquilo lá atrás. Sou a {+MADELINE}.
		Ando com muitas coisas na minha cabeça.
		
		[THEO left normal]
		Bem, este é um bom sítio para isso.
		Algo acerca destas ruínas parece tão introspetivo.
		Está mesmo a fazer-me olhar{n}ao espelho, por assim dizer.
		
		[MADELINE right distracted]
		Sim... Percebo isso.

		[MADELINE right normal]
		Então, de qual "{>> 0.5}{~}terra longínqua{/~}{>>}" é que vens?
		
		[THEO left excited]
		Bem, minha compatriota curiosa, eu venho{n}do {0.3}{~}místico,{0.4} exótico{/~}{0.4} reino de...

		[THEO left normal]
		{0.4} Seattle.

		[MADELINE right normal]
		Parece um lugar especial.

	# added to the start of the CH2_THEO_A if the MADELINE has met and introduced themselves to Theo
	# (if NEVER_MET and NEVER_INTRODUCED are skipped)
	CH2_THEO_A_EXT=
		[THEO left excited]
		Boa, {+MADELINE}!{n}Conseguiste!

		{trigger 3 Madeline Approaches}

		{+ CH2_THEO_A}

	# normal conversation once introductions are out of the way
	CH2_THEO_A=
		[THEO left normal]
		Escalar até aqui foi difícil,{n}mas valeu mesmo a pena.
		
		[THEO left excited]
		Olha só estas ruínas!
		Tirei tantas fotos fixes, queres ver?
		
		[MADELINE right sad]
		Ah... [MADELINE right normal]claro.

		{trigger 0 Maddy walks to Theo}

		[MADELINE right normal]
		{+ theo}, estas são fantásticas!
		
		[THEO left thinking]
		Pode ser que finalmente chegue aos mil seguidores com estas.

		{trigger 1 Theo puts away phone}
		
		[THEO left normal]
		Ah! Precisamos de comemorar oficialmente esta ocasião...
		
		[THEO left excited]
		Tira uma selfie comigo!
		
		[MADELINE right distracted]
		Ah... Não sei se isso é boa ideia agora...
		
		[THEO left normal]
		Anda lá, é fácil. Assim!

		{trigger 2 Theo takes a selfie with Maddy by surprise}
		
		[MADELINE right upset]
		...

	CH2_THEO_B=
		[THEO left normal]
		Desculpa lá.
		Não te preocupes, não vou publicar essa.

		[MADELINE right distracted]
		...
		
		[MADELINE right sad]
		Não faz mal. Podes publicar.
		Só que eu não sou... fotogénica.
		
		[THEO left normal]
		{+MADELINE}, não sejas tão dura contigo própria!
		Ninguém fica bem sem um filtro.

		{trigger 0 Add filter to selfie}
		
		[THEO left thinking]
		Casual, mas refinada.

	CH2_THEO_C=
		[MADELINE right normal]
		O que te fez tentar fotografia?

		[THEO left normal]
		Era uma cena que o meu avô adorava.

		[THEO left thinking]
		Pelos vistos ele era semi-famoso{n}no mundo da fotografia.

		[THEO left wtf]
		Acho que nunca vou ser tão bom como isso.

		[THEO left normal]
		Mas sabe bem sentir-me perto dele.

	CH2_THEO_D=
		[THEO left excited]
		Então, estás decidida a escalar a {+mountain} toda?
		
		[MADELINE right normal]
		Sim, disse a mim própria que o iria fazer.

		[MADELINE right sad]
		Estou farta de quebrar promessas a mim própria.
		
		[THEO left excited]
		Objetivos de vida! Curto disso.
		
		[THEO left normal]
		Duvido que consiga chegar lá acima como tu,{n}mas ainda não estou disposto a voltar atrás.

	CH2_THEO_E=
		[THEO left wtf]
		Consegues apanhar dados móveis cá em cima?
		
		[MADELINE right normal]
		Eu não tenho um smartphone.
		
		[THEO left wtf]
		{+MADELINE}. Nem sei o que responder a isso.

	CH2_END_PHONECALL=
		[MOM_PHONE right normal]
		Estou?
		
		[MADELINE_PHONE left distracted]
		Olá {+ mom}.
		
		[MOM_PHONE right normal]
		{+MADELINE}, mas que bela surpresa!
		Como está a correr a tua viagem?
		
		[MADELINE_PHONE left distracted]
		Está a correr bem, só estou um pouco... sobrecarregada.
		
		[MOM_PHONE right concerned]
		Oh não, estás a ter outro ataque de pânico?
		Concentra-te na respiração, querida. Estou aqui.
		O que se passa?

	CH2_JOURNAL=
		Está aqui um livro velho e poeirento em cima da mesa.
		Um poema está escrito na página desbotada.

	CH2_POEM=
		Uma aparição{n}
		Que não é deste mundo{n}
		Mas sim por causa dele{n}
		À espreita fora de alcançe{n}{n}
		Acordado, o meu coração é uma fortaleza{n}
		Nos sonhos eu sou vulnerável

# *** Chapter 03 ***

	CH3_OSHIRO_FRONT_DESK=
		[OSHIRO right normal]
		Bem vinda! Em que posso ajudar?

		[MADELINE left surprised]
		O senhor é um... fantasma?
		
		[OSHIRO right worried]
		Um fantasma? Não seja tonta.
		
		[OSHIRO right normal]
		Eu sou o concierge deste belo establecimento.

		[OSHIRO right worried]
		Bem vinda ao{.3} {~}{>> .2}mundialmente reconhecido{/~}{>>}{n}{big}Hotel Resort Celestial!{/big}

		[OSHIRO right normal]
		{+ mroshiro}, ao seu dispor.
		
		[OSHIRO right sidehappy]
		{+thought}Dois hóspedes num só dia!{n}O negócio está finalmente a melhorar!{+endthought}

		[OSHIRO right normal]
		Durante quanto tempo irá ficar conosco?
		
		[MADELINE left normal]
		Ah... Eu estou só de passagem.{n}Estou a escalar a {+mountain}.
		Tem alguma saída pelas traseiras?
		
		[OSHIRO right worried]
		...uma saída pelas traseiras?
		
		[OSHIRO right sideworried]
		{+thought}Só de passagem? Isto assim não pode ser.{+endthought}
		
		[MADELINE left distracted]
		Sabe que o consigo ouvir na mesma, não sabe?
		
		[OSHIRO right nervous]
		...
		
		[OSHIRO right normal]
		De qualquer forma, a nossa porta de serviço das{n}traseiras está reservada apenas a funcionários do hotel.

		[OSHIRO right worried]
		No entanto, a nossa suite presidencial no piso{n}superior possuí uma vista maravilhosa para o cume.

		[OSHIRO right normal]
		Sim, irá ficar bem confortável lá em cima.
		
		[MADELINE left distracted]
		Talvez eu possa subir ao telhado{n}a partir daí e descer pelas traseiras?
		
		[OSHIRO right sidehappy]
		{+thought}A suite presidencial, que ideia maravilhosa {+ oshiro}!{+endthought}
		
		[OSHIRO right normal]
		Qual é o seu nome, para os nossos registos?
		
		[MADELINE left normal]
		Chamo-me {+MADELINE}.
		
		[MADELINE left sad]
		Mas mais uma vez, não estou interessada em ficar.

		{trigger 0 Camera zooms back out}
		
		[OSHIRO right normal]
		Venha por aqui, {+MS_MADELINE}.

	CH3_GUESTBOOK=
		Parece ser um livro de hóspedes muito velho e cheio de pó.
		Muitas das páginas estão estragadas ou em falta.
		Os comentários, no entanto, são de louvar...
		"Nunca nos vamos esquecer da nossa estadia aqui."
		"Nunca me senti tão em paz. Obrigado."

	CH3_OSHIRO_HALLWAY_A=
		[OSHIRO right normal]
		Por favor siga-me de perto, {+MS_MADELINE}.
		O elevador está ali ao fundo do corredor.
		
		[MADELINE left distracted]
		O hotel está mesmo nas últimas...

		[MADELINE left sad]
		Está mesmo aberto e a funcionar?
		
		[OSHIRO right nervous]
		Claro que estamos abertos!

		[OSHIRO right worried]
		O Hotel Resort Celestial nunca iria{n}fechar na época alta do turismo!

		[OSHIRO right sideworried]
		{+thought}Nas últimas? O que é que ela quis dizer com isso?{+endthought}

		[OSHIRO right normal]
		Ah! Por favor permita-me que leve a sua bagagem.
		
		[MADELINE left sad]
		A minha mala?

		[MADELINE left normal]
		Não obrigada, eu fico com ela.
		
		[OSHIRO right normal]
		Hm. Tudo bem.
		
		[OSHIRO right sidesuspicious]
		{+thought}Mas que hóspede peculiar.{+endthought}

	CH3_OSHIRO_HALLWAY_B=
		[OSHIRO right normal]
		{+MS_MADELINE}, eu preciso mesmo que acompanhe o meu ritmo.

		[OSHIRO right worried]
		Estou aqui a gerir um establecimente reconhecido mundialamente.{n}Não tenho tempo para esperar por hóspedes vagueantes.
		
		[MADELINE left sad]
		Não precisa de esperar por mim,{n}só estou à procura de uma maneira de passar por aqui.
		
		[OSHIRO right sideworried]
		{+thought}{+oshiro} seu idiota, o cliente tem sempre razão!{+endthought}
		{+thought}O negócio está finalmente a melhorar{n} e tu perdes a paciência assim!?{+endthought}
		
		[OSHIRO right nervous]
		Ah... claro que sim {+MS_MADELINE}!
		As minhas sinceras desculpas, passei dos limites.

		[OSHIRO right normal]
		Por favor, sinta-se à vontade para explorar como quiser.

	CH3_MEMO_OPENING=
		Um papel velho destaca-se no meio da confusão...

	CH3_MEMO=
		{big}Atenção funcionários do hotel:{/big}{n}{n}
		É com a mais profunda tristeza que vos informo que o Hotel Resort Celestial irá ser encerrado definitivamente no final desta época, devido da motivos de força maior.{n}{n}
		Foi uma honra servir juntamente com vocês todos, enquanto trabalhámos arduamente para nos certificarmos que os nossos hóspedes desfrutaram ao máximo possível da nossa experiência hospitaleira e memorável.{n}{n}
		Escrevo isto de coração pesado. Este hotel tornou-se a minha casa, os seus funcionários e hóspedes a minha família. Vou sentir muitas saudades de todos.{n}{n}
		-Sr\. Oshiro

	CH3_OSHIRO_CLUTTER0=
		[OSHIRO left worried]
		Ah! Esta tralha toda está descontrolada!

		{trigger 1 Oshiro paces to the left}

		[OSHIRO left worried flip]
		Quando é que isto aconteceu!?

		{trigger 2 Oshiro paces back to the right}

		[OSHIRO left worried]
		Nem sei por onde começar...
		
		[MADELINE right sad]
		{+mroshiro}, gere este lugar todo sozinho?
		
		[OSHIRO left nervous]
		Tem razão {+MS_MADELINE},{n}Nunca vou arrumar esta confusão toda sozinho.

		{trigger 0 Oshiro Collapses}
		
		[OSHIRO left drama]
		Não há esperança.

		[MADELINE right distracted]
		Não foi isso que eu quis dizer...

		[MADELINE right sad]
		Respire, {+MROSHIRO}. Respire.
		É só uma pequena limpeza de primavera.
		
		[MADELINE right distracted]
		Bem, um pouco mais do que isso...
		
		[MADELINE right normal]
		Mas eu posso ajudá-lo!
		
		[OSHIRO left normal]
		É muito simpático da sua parte.
		
		[OSHIRO left drama]
		Mas eu nem sequer tentaria.
		É um caso perdido.

	CH3_OSHIRO_CLUTTER0_B=
		[MADELINE right normal]
		Há quanto tempo que o senhor gere o hotel?

		[OSHIRO left normal]
		Oh, há já algum tempo.

		[OSHIRO left sideworried]
		{+thought}O negócio tem sido... lento.{+endthought}

		[MADELINE right sad]
		Deve mesmo adorar o seu trabalho.

		[OSHIRO left normal]
		Ah sim, {+MS_MADELINE}.

		{trigger 0 Oshiro gets back up}

		[OSHIRO left normal]
		No ramo da hotelaria, a nossa paixão é{n}aperfeiçoar a arte delicada da hospitalidade.

		[OSHIRO left worried]
		Um hotel verdadeiramente bom vive{.2} {~}eternamente{/~}{n} das memórias dos seus hóspedes satisfeitos.

		[MADELINE right normal]
		É esse o espírito!
		Vamos lá começar a arrumar esta confusão.

	CH3_OSHIRO_CLUTTER1=
		[OSHIRO right normal]
		Ainda nem comecei a limpar e já sinto{n} uma nova leveza de espírito!
		É este o poder do pensamento positivo!
		
		[MADELINE left distracted]
		Ahh, na verdade...
		
		[MADELINE left normal]
		Limpei alguma da tralha por si.
		
		[OSHIRO right normal]
		Ah sim, obrigado, {+MS_MADELINE}.
		Mas for favor, descontraia, e deixe os funcionários do hotel lidarem com o problema!
		
		[OSHIRO right sidesuspicious]
		{+thought}{+oshiro}, seu estúpido. Estás a perdê-la.{+endthought}

		[OSHIRO right sideworried]
		{+thought}Os hóspedes não querem passar o tempo todo a limpar!{+endthought}
		
		[MADELINE left distracted]
		O senhor está bem?
		
		[OSHIRO right nervous]
		Sim, claro que estou.

		[OSHIRO right worried]
		Este é o melhor hotel que alguma vez irá visitar, garanto-lhe!
		
		[OSHIRO right sideworried]
		{+thought}Como é que pude deixar os meus problemas acumularem-se desta forma?{+endthought}

	CH3_OSHIRO_CLUTTER1_B=

		[MADELINE left sad]
		{+mroshiro}, tudo bem se a{n}confusão o está a deixar ansioso.

		[MADELINE left normal]
		Eu não posso passar cá a noite, mas posso ajudá-lo antes de me ir embora.

		[OSHIRO right sideworried]
		{+thought}Ela tem pena de ti, {+oshiro}. És patético.{+endthought}

		[MADELINE left upset]
		...

	CH3_OSHIRO_CLUTTER2=
		[MADELINE left normal]
		Já está a ficar com muito melhor aspeto!
		
		[MADELINE left distracted]
		Pode-me dizer agora onde é a saída?

		[OSHIRO right worried]
		Mas {+MS_MADELINE}, mal pôde desfrutar dos{n}vários luxos que o nosso hotel tem para lhe oferecer!
		
		[OSHIRO right normal]
		Podemos falar mais assim que acabar de limpar.

		[OSHIRO right worried]
		Estou muito ocupado!

		[OSHIRO right sidesuspicious]
		{+thought}Sim... estes jovens de hoje em dia não têm respeito nenhum.{+endthought}
		
		[MADELINE left upset]
		...não tem de quê, chiça.

	CH3_OSHIRO_CLUTTER2_B=
		[MADELINE left angry]
		Quer a minha ajuda{.3} ou não?

		[OSHIRO right sideworried]
		{+thought}Acabou-se, {+oshiro}. Ela odeia-te.{+endthought}

		[MADELINE left upset]
		Eu{.3} não o odeio...

		[MADELINE left distracted]
		Peço desculpa.

		[MADELINE left sad]
		O seu hotel é... é lindo. Verdadeiramente maravilhoso.
		Quem me dera poder ficar.

		[OSHIRO right serious]
		Não precisa de dizer isso só para me tentar agradar, {+MS_MADELINE}.
		Eu percebo.

	CH3_OSHIRO_CLUTTER_ENDING=
		{anchor bottom}
		[OSHIRO left normal]
		Aí está a Sra.!
		Gosta mesmo de andar fugida.
		
		[MADELINE right distracted]
		Foi difícil, mas consegui arrumar tudo por si.
		
		[OSHIRO left normal]
		O Hotel Resort Celestial extende a sua{n} eterna gratidão pela sua assistência, {+MS_MADELINE}.
		Mas claro, os funcionários tomaram o controlo da situação.
		
		[MADELINE right upset]
		Ah, pois. Claro que sim.
		
		[OSHIRO left sideworried]
		{+thought}Que vergonha.{+endthought}
		
		[OSHIRO left worried]
		Deve estar ansiosa por ver o seu quarto!

		[OSHIRO left normal]
		É só subir ao elevador e seguir o corredor.
		
		[MADELINE right upset]
		Claro, que se lixe.
		Mostre-me lá a suite presidencial.
		Parece ser fantástica.
		
		[OSHIRO left sideworried]
		{+thought}É a tua última oportunidade, {+oshiro}. Não a percas agora.{+endthought}

	CH3_THEO_NEVER_MET=
		[MADELINE left sad]
		Ah olá, és um... {0.2}hóspede aqui?

		{trigger 0 Theo stops trying to pry off the vent cover}
		
		[THEO right worried]
		Uau, estou {~}{!}tão{/!}{/~} contente por ver outra pessoa agora mesmo.
		Este lugar está-me a dar arrepios.
		
		[MADELINE left sad]
		Há mesmo alguma coisa estranha aqui.

		[MADELINE left normal]
		Sou a {+MADELINE}, já agora.
		
		[THEO right normal]
		Ah, eu sou o {+theo}.
		
		[THEO right thinking]
		Normalmente adoro mistérios assustadores,{n}mas isto está a tornar-se demasiado real.

		{+CH3_THEO_ESCAPING}

	CH3_THEO_NEVER_INTRODUCED=
		[MADELINE left normal]
		{+theo}! És um "hóspede" aqui também?

		{trigger 0 Theo stops trying to pry off the vent cover}
		
		[THEO right worried]
		Uau, estou {~}{!}tão{/!}{/~} contente por ver outra pessoa agora mesmo.
		Normalmente adoro mistérios assustadores,{n}mas isto está a tornar-se demasiado real.
		
		[MADELINE left sad]
		Há mesmo alguma coisa esquisita aqui.

		[MADELINE left normal]
		Eu sou a {+MADELINE}, já agora.
		Desculpa por ter sido antisocial há um bocado,{n}ando com muitas coisas na minha cabeça.

		{+CH3_THEO_ESCAPING}

	CH3_THEO_INTRO=
		[MADELINE left normal]
		{+theo}! És um "hóspede" aqui também?

		{trigger 0 Theo stops trying to pry off the vent cover}
		
		[THEO right worried]
		{+MADELINE}! Estou {~}{!}tão{/!}{/~} contente por te ver agora mesmo.
		Normalmente adoro mistérios assustadores,{n}mas isto está a tornar-se demasiado real.

		{+CH3_THEO_ESCAPING}

	CH3_THEO_ESCAPING=
		[MADELINE left sad]
		Já falaste com o {+mroshiro}?

		[MADELINE left distracted]
		Acho que ele precisa mesmo de ajuda.

		{trigger 0 Theo stops trying to pry off the vent cover}
		
		[THEO right wtf]
		{~}Achas?{/~}
		Ele é um velho esquisitóide.
		De certeza que por esta altura ele está a{n} limpar um cantinho para esconder os nossos corpos.

		{trigger 1 Theo goes back to prying off the vent cover}
		
		[THEO right worried]
		Vou-me enfiar por esta grelha,{n}sinto aqui ar frio vindo da rua.
		Bora lá!
		
		[MADELINE left sad]
		O {+mroshiro} tem os seus problemas...{n}mas acho que ele não nos quer magoar.
		
		[MADELINE left normal]
		Ele só precisa de ajuda a limpar esta confusão.
		Quero ajudá-lo.
		
		[THEO right worried flip]
		{+MADELINE}, isso é muito querido, mas isto é perigoso.
		
		{trigger 2 Theo removes vent cover and it flies off. Theo falls down as it comes off, and gets back up}

		[THEO right worried]
		Temos de sair daqui e telefonar a um{n}especialista em {0.2}{*}velhos assustadores{/*}.
		Não servimos para isto.
		
		[MADELINE left distracted]
		Acho que lhe consigo dar a volta.

		[MADELINE left normal]
		Vai tu à frente que eu já te apanho.
		
		[THEO right wtf]
		Meu, és mais teimosa do que a minha irmã.
		E eu pensava que isso era impossível.

		{trigger 3 Theo walks to Maddy}
		
		[THEO right serious]
		Tem cuidado contigo.

		[MADELINE left normal]
		Obrigada {+theo}. Vê-mo-nos lá fora.

	CH3_THEO_VENTS=
		{anchor bottom}
		[THEO right normal upsidedown]
		Meu, isto mais parece um labirinto.
		Como é que estão a correr as{n}coisas com o {+elcreepo}?
		
		[MADELINE left sad]
		Eu ajudei-o a limpar aquela confusão toda,{n}mas ele foi um estúpido.
		
		[MADELINE left upset]
		E ainda acha que me consegue convencer a ficar.
		
		[THEO right wtf upsidedown]
		{+MADELINE}, a sério.
		O meu radar das más ideias está {~}fora da escala{/~} com esta.
		Devias pirar-te daqui.
		
		[MADELINE left sad]
		Se eu desaparecer agora, aí é que salta a tampa do {+mroshiro}.
		
		[MADELINE left distracted]
		E pode ser que eu consiga fazer{n}algo de bom.{.3} Por uma vez.
		
		[THEO right worried upsidedown]
		Esquece o teu {~}karma{/~}, meu.

		[THEO right wtf upsidedown]
		Acho que vai saltar a tampa a este gajo de qualquer forma.

		[THEO right worried upsidedown]
		Tens de pensar na tua segurança.
		
		[MADELINE left upset]
		{+theo}. Vou ficar bem.
		
		[THEO right thinking upsidedown]
		Sim, sim, já sabia que não me ias ligar nenhuma.

		[THEO right wtf upsidedown]
		Vê-mo-nos lá fora.

	CH3_OSHIRO_BREAKDOWN=
		{anchor top}
		[OSHIRO left sideworried]
		{+thought}É agora ou nunca {+oshiro}, a tua última oportunidade.{+endthought}

		{trigger 0 Oshiro paces}
		
		[OSHIRO right sidesuspicious]
		{+thought}Já estragaste tudo.{n}Obrigar um hóspede a limpar a tua confusão?{+endthought}
		{+thought}Ela nunca vai ficar.{+endthought}

		{trigger 1 Oshiro paces}
		
		[OSHIRO left sideworried]
		{+thought}Não, ela ainda está aqui. Ainda tenho uma oportunidade!{+endthought}

		{trigger 0 Oshiro paces}
		
		[OSHIRO right sidehappy]
		{+thought}A suite presidencial é a chave.{n}De certeza que a vai impressionar!{+endthought}

		{trigger 2 Oshiro falls to ground, spawns dust creatures}
		
		[OSHIRO left sideworried]
		{+thought}Recompõe-te, {+oshiro}!{+endthought}

		{trigger 3 Enter Madeline}
		
		[OSHIRO left nervous]
		Aí está, {+MS_MADELINE}!
		Siga-me rápidamente! Estamos quase lá.

	CH3_DIARY=
		{anchor bottom}
		É o diário do {+MROSHIRO}.
		A última página parece ter sido escrita há décadas...
		"A partir de hoje o hotel está oficialmente encerrado. A Charlotte organizou uma caminhada de adeus pela montanha acima. Muitos de nós nunca viram o cume."
		"Pareceu-me um adeus apropriado, mas quando chegou a hora, não pude aguentar ir embora sem ir dar uma vista de olhos por uma última vez. Disse-lhes para continuarem sem mim."
		"Vou ter com eles em breve, assim que{n}verificar de novo que está tudo em ordem..."
		"Não acredito que o meu tempo aqui acabou.{n}O que é que eu vou fazer agora?"
		"Talvez eu fique uma última noite, para o{n}hotel e eu podermos ter uma despedida em condições..."

	CH3_OSHIRO_SUITE=
		{anchor bottom}
		[OSHIRO left normal]
		Aqui estamos nós, a nossa premiada suite presidencial!

		[OSHIRO left worried]
		De facto, é a própria definição do luxo rústico.

		[OSHIRO left normal]
		Vou deixá-la absorver toda esta majestosidade.
		Entendo que possa ser muito para aguentar.

		{trigger 3 Madeline walks around the room and looks around}
		
		[OSHIRO right nervous]
		Então? O que acha?
		
		[MADELINE left sad]
		Acho que... ah, é lindo.
		A mobília parece cara...

		[MADELINE left distracted]
		É muito... espaçosa.

		[MADELINE left sad]
		As cores são elegantes.

		[MADELINE left normal]
		Consigo ver que lhe dedicou muito esforço.

		[OSHIRO right worried]
		{*}Eu sabia que a ia impressionar!{/*}

		[MADELINE left sad]
		Sim.

		[MADELINE left distracted]
		...
		Então, posso chegar ao telhado por aqui?
		
		[OSHIRO right sideworried]
		{+thought}Seu imbecil, estás a perdê-la!{+endthought}
		
		[OSHIRO right nervous]
		Ah, quase me esqueci de lhe dizer...
		Hóspedes valiosos como a senhora podem ficar{n}nos nossos melhores aposentos a metade do preço!
		
		[MADELINE left sad]
		Eu... não quero ficar.

		{trigger 0 Badeline appears in the mirror}
		
		[OSHIRO right serious]
		Por favor, {+MS_MADELINE}.
		Por favor fique.
		
		[MADELINE left upset]
		{+mroshiro}, já me desviei de meu objetivo durante demasiado tempo...

		{trigger 1 Badeline escapes the mirror}
		
		[BADELINE right normal]
		{+MADELINE}, querida, esquece este falhado.
		
		[OSHIRO left serious]
		Falhado? {silent_trigger 6}
		
		[BADELINE right upset]
		Estás em negação, velhadas.
		Este resort é uma {*}{!}espelunca{/!}{/*}{0.3}.

		[BADELINE right yell]
		{*}{!}Nunca{/!}{/*} ninguém haveria de querer ficar aqui.
		
		[BADELINE right scoff]
		Alguém tinha de o dizer.

		{trigger 4 Madeline steps closer to Oshiro}
		
		[MADELINE left sad]
		Ela não está a falar a sério.
		
		[OSHIRO right serious]
		Eu...

		[OSHIRO right lostcontrol]
		Estou muito ocupado.
